van_ban,loai_heading,tieu_de,noi_dung
LuatBHXH2024.docx,luat - Điều 10. Quyền của người tham gia và người thụ hưởng chế độ bảo hiểm xã hội,Điều 10. Quyền của người tham gia và người thụ hưởng chế độ bảo hiểm xã hội,"1. Người tham gia bảo hiểm xã hội có các quyền sau đây:
a) Hưởng chế độ bảo hiểm xã hội theo quy định của Luật này;
b) Được cấp sổ bảo hiểm xã hội;
c) Được cơ quan bảo hiểm xã hội định kỳ hằng tháng cung cấp thông tin về việc đóng bảo hiểm xã hội thông qua phương tiện điện tử; được cơ quan bảo hiểm xã hội xác nhận thông tin về đóng bảo hiểm xã hội khi có yêu cầu;
d) Yêu cầu người sử dụng lao động và các cơ quan, tổ chức có liên quan thực hiện đầy đủ trách nhiệm về bảo hiểm xã hội đối với mình theo quy định của pháp luật;
đ) Được tuyên truyền, phổ biến chính sách, pháp luật về bảo hiểm xã hội;
e) Chủ động đi khám giám định y khoa để xác định mức suy giảm khả năng lao động nếu thuộc trường hợp đang bảo lưu thời gian đóng bảo hiểm xã hội và được thanh toán phí giám định y khoa khi kết quả giám định y khoa đủ điều kiện để hưởng chế độ bảo hiểm xã hội theo quy định của Luật này;
g) Khiếu nại, tố cáo và khởi kiện về bảo hiểm xã hội theo quy định của pháp luật.
2. Người thụ hưởng chế độ bảo hiểm xã hội có các quyền sau đây:
a) Nhận các chế độ bảo hiểm xã hội đầy đủ, kịp thời, thuận tiện;
b) Hưởng bảo hiểm y tế trong trường hợp đang hưởng lương hưu; nghỉ việc hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng; trong thời gian nghỉ việc hưởng chế độ thai sản từ 14 ngày làm việc trở lên trong tháng; trong thời gian nghỉ việc hưởng chế độ ốm đau từ 14 ngày làm việc trở lên trong tháng hoặc nghỉ việc hưởng trợ cấp ốm đau đối với người lao động bị mắc bệnh thuộc danh mục bệnh cần chữa trị dài ngày do Bộ trưởng Bộ Y tế ban hành; đang hưởng chế độ quy định tại"
LuatBHXH2024.docx,luat - Điều 23 của Luật này;,Điều 23 của Luật này;,"c) Được thanh toán phí giám định y khoa đối với trường hợp không do người sử dụng lao động giới thiệu đi khám giám định mức suy giảm khả năng lao động mà kết quả giám định y khoa đủ điều kiện để hưởng chế độ bảo hiểm xã hội theo quy định của Luật này;
d) Ủy quyền bằng văn bản cho người khác thực hiện bảo hiểm xã hội. Trường hợp ủy quyền nhận lương hưu, trợ cấp bảo hiểm xã hội và chế độ khác theo quy định của Luật này thì văn bản ủy quyền có hiệu lực tối đa là 12 tháng kể từ ngày xác lập việc ủy quyền. Văn bản ủy quyền phải được chứng thực theo quy định của pháp luật về chứng thực;
đ) Đối với người từ đủ 80 tuổi trở lên nếu có nhu cầu thì được cơ quan bảo hiểm xã hội hoặc tổ chức dịch vụ được cơ quan bảo hiểm xã hội ủy quyền thực hiện việc chi trả lương hưu, trợ cấp bảo hiểm xã hội tại nơi cư trú trên lãnh thổ Việt Nam;
e) Được cơ quan bảo hiểm xã hội định kỳ hằng tháng cung cấp thông tin về việc hưởng chế độ bảo hiểm xã hội thông qua phương tiện điện tử; được cơ quan bảo hiểm xã hội xác nhận thông tin về hưởng bảo hiểm xã hội khi có yêu cầu;
g) Khiếu nại, tố cáo và khởi kiện về bảo hiểm xã hội theo quy định của pháp luật;
h) Từ chối hưởng chế độ bảo hiểm xã hội."
LuatBHXH2024.docx,luat - Điều 11. Trách nhiệm của người tham gia và người thụ hưởng chế độ bảo hiểm xã hội,Điều 11. Trách nhiệm của người tham gia và người thụ hưởng chế độ bảo hiểm xã hội,"1. Người tham gia bảo hiểm xã hội có trách nhiệm sau đây:
a) Đóng bảo hiểm xã hội theo quy định của Luật này;
b) Theo dõi việc thực hiện trách nhiệm về bảo hiểm xã hội đối với mình;
c) Thực hiện việc kê khai chính xác, trung thực, đầy đủ thông tin theo đúng quy định về đăng ký tham gia bảo hiểm xã hội.
2. Người thụ hưởng chế độ bảo hiểm xã hội có trách nhiệm sau đây:
a) Thực hiện các quy định về trình tự, thủ tục, quy định khác về hưởng chế độ bảo hiểm xã hội theo quy định của Luật này và quy định khác của pháp luật có liên quan;
b) Hoàn trả tiền hưởng chế độ bảo hiểm xã hội khi có quyết định của cơ quan có thẩm quyền xác định việc hưởng không đúng quy định;
c) Định kỳ hằng năm, người thụ hưởng chế độ bảo hiểm xã hội qua tài khoản cá nhân mở tại ngân hàng có trách nhiệm phối hợp với cơ quan bảo hiểm xã hội hoặc tổ chức dịch vụ được cơ quan bảo hiểm xã hội ủy quyền để thực hiện việc xác minh thông tin đủ điều kiện thụ hưởng chế độ bảo hiểm xã hội."
LuatBHXH2024.docx,luat - Điều 12. Quyền của người sử dụng lao động,Điều 12. Quyền của người sử dụng lao động,"1. Từ chối thực hiện yêu cầu không đúng quy định của pháp luật về bảo hiểm xã hội.
2. Được tạm dừng đóng bảo hiểm xã hội bắt buộc theo quy định tại"
LuatBHXH2024.docx,luat - Điều 37 của Luật này.,Điều 37 của Luật này.,"3. Được cơ quan bảo hiểm xã hội hướng dẫn trình tự, thủ tục thực hiện bảo hiểm xã hội.
4. Được tuyên truyền, phổ biến chính sách, pháp luật về bảo hiểm xã hội.
5. Khiếu nại, tố cáo và khởi kiện về bảo hiểm xã hội theo quy định của pháp luật."
LuatBHXH2024.docx,luat - Điều 13. Trách nhiệm của người sử dụng lao động,Điều 13. Trách nhiệm của người sử dụng lao động,"1. Đăng ký tham gia bảo hiểm xã hội bắt buộc cho người lao động theo quy định của Luật này; phối hợp với cơ quan bảo hiểm xã hội trong việc trả sổ bảo hiểm xã hội bản giấy cho người lao động.
2. Lập hồ sơ để người lao động được hưởng chế độ bảo hiểm xã hội.
3. Phối hợp với cơ quan bảo hiểm xã hội trong việc xác nhận thời gian đóng bảo hiểm xã hội khi người lao động chấm dứt hợp đồng lao động, hợp đồng làm việc hoặc thôi việc theo quy định của pháp luật.
4. Đóng bảo hiểm xã hội bắt buộc cho người lao động theo quy định tại"
LuatBHXH2024.docx,luat - Điều 34 của Luật này và hằng tháng trích khoản tiền phải đóng bảo hiểm xã hội bắt buộc theo quy định tại Điều 33 của Luật này từ tiền lương của người lao động để đóng cùng một lúc vào quỹ bảo hiểm xã hội.,Điều 34 của Luật này và hằng tháng trích khoản tiền phải đóng bảo hiểm xã hội bắt buộc theo quy định tại Điều 33 của Luật này từ tiền lương của người lao động để đóng cùng một lúc vào quỹ bảo hiểm xã hội.,5. Xem xét giới thiệu người lao động thuộc đối tượng theo quy định tại
LuatBHXH2024.docx,luat - Điều 65 của Luật này đi khám giám định y khoa để xác định mức suy giảm khả năng lao động tại Hội đồng giám định y khoa.,Điều 65 của Luật này đi khám giám định y khoa để xác định mức suy giảm khả năng lao động tại Hội đồng giám định y khoa.,"6. Phối hợp với cơ quan bảo hiểm xã hội trả trợ cấp bảo hiểm xã hội cho người lao động trong trường hợp chi trả thông qua người sử dụng lao động.
7. Xuất trình, cung cấp đầy đủ, chính xác, kịp thời thông tin, tài liệu liên quan đến việc đóng, hưởng bảo hiểm xã hội thuộc trách nhiệm của người sử dụng lao động theo yêu cầu của cơ quan nhà nước có thẩm quyền.
8. Bồi thường cho người lao động theo quy định của pháp luật nếu không thực hiện hoặc thực hiện không đầy đủ trách nhiệm đóng bảo hiểm xã hội bắt buộc theo quy định của Luật này mà gây thiệt hại đến quyền, lợi ích hợp pháp của người lao động.
9. Phối hợp, tạo điều kiện để cơ quan bảo hiểm xã hội thực hiện thu hồi số tiền bảo hiểm xã hội hưởng không đúng quy định của người lao động khi có quyết định của cơ quan có thẩm quyền."
LuatBHXH2024.docx,"luat - Điều 14. Quyền và trách nhiệm của công đoàn, Mặt trận Tổ quốc Việt Nam và các tổ chức thành viên của Mặt trận","Điều 14. Quyền và trách nhiệm của công đoàn, Mặt trận Tổ quốc Việt Nam và các tổ chức thành viên của Mặt trận","1. Trong phạm vi chức năng, nhiệm vụ của mình và theo quy định của pháp luật có liên quan, công đoàn có quyền và trách nhiệm sau đây:
a) Bảo vệ quyền, lợi ích hợp pháp của người lao động tham gia bảo hiểm xã hội;
b) Yêu cầu người sử dụng lao động, cơ quan bảo hiểm xã hội cung cấp thông tin về bảo hiểm xã hội của người lao động;
c) Tuyên truyền, phổ biến, tư vấn chính sách, pháp luật về bảo hiểm xã hội cho người lao động;
d) Thực hiện hoạt động giám sát và kiến nghị với cơ quan nhà nước có thẩm quyền xử lý hành vi vi phạm pháp luật về bảo hiểm xã hội;
đ) Tham gia thanh tra, kiểm tra việc thi hành pháp luật về bảo hiểm xã hội;
e) Khởi kiện người có hành vi vi phạm pháp luật về bảo hiểm xã hội gây ảnh hưởng đến quyền và lợi ích hợp pháp của người lao động, tập thể người lao động;
g) Kiến nghị, tham gia xây dựng, sửa đổi, bổ sung chính sách, pháp luật về bảo hiểm xã hội.
2. Trong phạm vi chức năng, nhiệm vụ của mình và theo quy định của pháp luật có liên quan, Mặt trận Tổ quốc Việt Nam và các tổ chức thành viên của Mặt trận có quyền và trách nhiệm sau đây:
a) Tuyên truyền, vận động Nhân dân, đoàn viên, hội viên thực hiện chính sách, pháp luật về bảo hiểm xã hội, chủ động tham gia các loại hình bảo hiểm xã hội phù hợp với bản thân và gia đình;
b) Tham gia bảo vệ quyền, lợi ích hợp pháp của đoàn viên, hội viên; chia sẻ thông tin, dữ liệu về người lao động, thành viên, hội viên của mình với cơ quan bảo hiểm xã hội;
c) Thực hiện các hoạt động giám sát, phản biện xã hội, tham gia với cơ quan nhà nước trong việc xây dựng và thực hiện chính sách, pháp luật về bảo hiểm xã hội."
LuatBHXH2024.docx,luat - Điều 15. Quyền và trách nhiệm của tổ chức đại diện người sử dụng lao động,Điều 15. Quyền và trách nhiệm của tổ chức đại diện người sử dụng lao động,"1. Bảo vệ quyền và lợi ích hợp pháp của người sử dụng lao động tham gia bảo hiểm xã hội.
2. Kiến nghị, tham gia xây dựng, sửa đổi, bổ sung chính sách, pháp luật về bảo hiểm xã hội.
3. Tuyên truyền, phổ biến chính sách, pháp luật về bảo hiểm xã hội cho người sử dụng lao động.
4. Vận động người sử dụng lao động là thành viên của mình chấp hành chính sách, pháp luật về bảo hiểm xã hội.
5. Tham gia kiểm tra, giám sát việc thực hiện pháp luật về bảo hiểm xã hội theo quy định của pháp luật.
6. Kiến nghị cơ quan nhà nước có thẩm quyền xử lý hành vi vi phạm pháp luật về bảo hiểm xã hội.
Mục 2. TỔ CHỨC THỰC HIỆN BẢO HIỂM XÃ HỘI"
LuatBHXH2024.docx,luat - Điều 16. Cơ quan bảo hiểm xã hội,Điều 16. Cơ quan bảo hiểm xã hội,"1. Cơ quan bảo hiểm xã hội là cơ quan nhà nước có chức năng thực hiện chế độ, chính sách bảo hiểm xã hội; quản lý và sử dụng các quỹ bảo hiểm xã hội, quỹ bảo hiểm thất nghiệp, quỹ bảo hiểm y tế; thanh tra chuyên ngành về đóng bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế; nhiệm vụ khác theo quy định của Luật này và luật khác có liên quan.
2. Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của cơ quan bảo hiểm xã hội."
LuatBHXH2024.docx,luat - Điều 17. Quyền hạn của cơ quan bảo hiểm xã hội,Điều 17. Quyền hạn của cơ quan bảo hiểm xã hội,"1. Yêu cầu người sử dụng lao động xuất trình sổ quản lý lao động, thang lương, bảng lương và thông tin, tài liệu khác liên quan đến việc đóng, hưởng chế độ bảo hiểm xã hội bắt buộc, bảo hiểm thất nghiệp, bảo hiểm y tế.
2. Được cơ quan đăng ký kinh doanh, cơ quan cấp giấy chứng nhận hoạt động hoặc giấy phép hoạt động kết nối, chia sẻ thông tin hoặc cung cấp bản sao giấy phép hoạt động, giấy chứng nhận hoạt động hoặc giấy chứng nhận đăng ký doanh nghiệp, hợp tác xã, hộ kinh doanh để rà soát, kiểm tra việc thực hiện đăng ký tham gia bảo hiểm xã hội bắt buộc đối với doanh nghiệp, tổ chức thành lập mới.
3. Được cơ quan thuế cung cấp thông tin về chi phí tiền lương để tính thuế của người sử dụng lao động và các thông tin khác có liên quan đến việc tham gia bảo hiểm xã hội theo quy định của pháp luật về quản lý thuế.
4. Từ chối chi trả chế độ bảo hiểm xã hội bắt buộc, bảo hiểm xã hội tự nguyện, bảo hiểm thất nghiệp, bảo hiểm y tế khi yêu cầu chi trả không đúng quy định của pháp luật; trường hợp từ chối chi trả phải trả lời bằng văn bản và nêu rõ lý do.
5. Kiểm tra việc thực hiện pháp luật về bảo hiểm xã hội bắt buộc, bảo hiểm xã hội tự nguyện, việc thực hiện hợp đồng khám bệnh, chữa bệnh bảo hiểm y tế; việc đóng, chi trả bảo hiểm thất nghiệp, bảo hiểm y tế. Thanh tra chuyên ngành về đóng bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế.
6. Kiến nghị với cơ quan nhà nước có thẩm quyền xây dựng, sửa đổi, bổ sung chính sách, pháp luật về bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế và quản lý quỹ bảo hiểm xã hội, quỹ bảo hiểm thất nghiệp, quỹ bảo hiểm y tế.
7. Xử lý vi phạm pháp luật hoặc kiến nghị cơ quan nhà nước có thẩm quyền xử lý vi phạm pháp luật về bảo hiểm xã hội bắt buộc, bảo hiểm xã hội tự nguyện, bảo hiểm thất nghiệp, bảo hiểm y tế."
LuatBHXH2024.docx,luat - Điều 18. Trách nhiệm của cơ quan bảo hiểm xã hội,Điều 18. Trách nhiệm của cơ quan bảo hiểm xã hội,"1. Tuyên truyền, phổ biến, giải đáp, tư vấn chính sách, pháp luật về bảo hiểm xã hội bắt buộc, bảo hiểm xã hội tự nguyện, bảo hiểm thất nghiệp, bảo hiểm y tế; xây dựng chiến lược phát triển ngành bảo hiểm xã hội, chiến lược đầu tư dài hạn trình cơ quan có thẩm quyền phê duyệt; xây dựng phương án đầu tư hằng năm trình Hội đồng quản lý bảo hiểm xã hội quyết định; tổ chức đánh giá và công bố mức độ hài lòng của tổ chức, cá nhân đối với việc thực hiện chính sách, pháp luật về bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế.
2. Ban hành mẫu sổ bảo hiểm xã hội, mẫu hồ sơ bảo hiểm xã hội bắt buộc, bảo hiểm xã hội tự nguyện, bảo hiểm thất nghiệp sau khi có ý kiến thống nhất của Bộ Lao động - Thương binh và Xã hội.
3. Tổ chức thực hiện thu, chi bảo hiểm xã hội bắt buộc, bảo hiểm xã hội tự nguyện, bảo hiểm thất nghiệp, bảo hiểm y tế theo quy định của pháp luật.
4. Tiếp nhận hồ sơ tham gia bảo hiểm xã hội bắt buộc, bảo hiểm xã hội tự nguyện, bảo hiểm thất nghiệp, bảo hiểm y tế và cấp sổ bảo hiểm xã hội, thẻ bảo hiểm y tế cho người lao động.
5. Tiếp nhận hồ sơ đề nghị hưởng và giải quyết hưởng chế độ bảo hiểm xã hội; tổ chức trả lương hưu, trợ cấp bảo hiểm xã hội, bảo hiểm thất nghiệp đầy đủ, thuận tiện và đúng thời hạn.
6. Xác nhận thời gian đóng bảo hiểm xã hội, bảo hiểm thất nghiệp cho từng người lao động; cung cấp đầy đủ và kịp thời thông tin về việc đóng, quyền được hưởng chế độ, thủ tục thực hiện bảo hiểm xã hội bắt buộc, bảo hiểm xã hội tự nguyện khi người lao động, người sử dụng lao động hoặc tổ chức công đoàn yêu cầu.
7. Ứng dụng công nghệ thông tin, thực hiện cải cách thủ tục hành chính bảo đảm công khai, minh bạch, đơn giản, thuận tiện cho người tham gia và người thụ hưởng chế độ bảo hiểm xã hội; lưu trữ hồ sơ của người tham gia và người thụ hưởng chế độ bảo hiểm xã hội, bảo hiểm thất nghiệp theo quy định của pháp luật.
8. Quản lý, sử dụng quỹ bảo hiểm xã hội, quỹ bảo hiểm thất nghiệp, quỹ bảo hiểm y tế theo quy định của pháp luật.
9. Thực hiện các biện pháp bảo toàn và tăng trưởng quỹ bảo hiểm xã hội, quỹ bảo hiểm thất nghiệp, quỹ bảo hiểm y tế theo quyết định của Hội đồng quản lý bảo hiểm xã hội.
10. Thực hiện công tác thống kê, kế toán tài chính về bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế.
11. Tập huấn và hướng dẫn nghiệp vụ về bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế.
12. Thực hiện chế độ báo cáo như sau:
a) Định kỳ 03 tháng, báo cáo Hội đồng quản lý bảo hiểm xã hội tình hình thực hiện chính sách, chế độ bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế;
b) Định kỳ 06 tháng, báo cáo Bộ Lao động - Thương binh và Xã hội về tình hình thực hiện chính sách, chế độ bảo hiểm xã hội bắt buộc, bảo hiểm xã hội tự nguyện, bảo hiểm thất nghiệp; báo cáo Bộ Y tế về tình hình thực hiện chính sách, chế độ bảo hiểm y tế;
c) Định kỳ 06 tháng, cơ quan bảo hiểm xã hội tại địa phương báo cáo Ủy ban nhân dân cùng cấp về tình hình thực hiện chính sách, chế độ bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế trong phạm vi địa phương quản lý;
d) Hằng năm, báo cáo Bộ Tài chính về tình hình quản lý và sử dụng quỹ bảo hiểm xã hội, quỹ bảo hiểm thất nghiệp, quỹ bảo hiểm y tế.
13. Định kỳ 05 năm, đánh giá và dự báo khả năng cân đối của quỹ hưu trí và tử tuất.
14. Cung cấp tài liệu, thông tin liên quan đến việc thực hiện chính sách, pháp luật về bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế theo yêu cầu của cơ quan nhà nước có thẩm quyền.
15. Giải quyết khiếu nại, tố cáo về việc thực hiện bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế theo quy định của Luật này và quy định khác của pháp luật có liên quan.
16. Thực hiện hợp tác quốc tế về bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế.
17. Xác định và theo dõi người lao động, người sử dụng lao động thuộc đối tượng tham gia bảo hiểm xã hội theo quy định tại"
